Product Name,Brand,Operating System,Price,Discount,Review,Ratings,Description
"realme P1 5G (Phonix Red, 6GB RAM, 128GB Storage)",realme,Android,"14,499.00",-0.31,4,430,Brand   realme     Operating System   Android 14     RAM Memory Installed Size   6 GB     CPU Model   Snapdragon     CPU Speed   2.2 GHz
"vivo Y28s 5G (Twinkling Purple, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Vivo,Funtouch OS,"14,999.00",-0.25,3.9,53,Brand   Vivo     Operating System   Funtouch OS 14     Memory Storage Capacity   128 GB     Screen Size   6.56 Inches     Model Name   Y28s
"realme GT 6T 5G (Miracle Purple,12GB RAM+256GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M + AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display",realme,Android,"33,999.00",-0.11,4.3,"1,994",Brand   realme     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Motorola G45 5G (Brilliant Blue, 8GB RAM, 128GB Storage)",Motorola,Android,"13,949.00",-0.07,4,10,Brand   Motorola     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     CPU Speed   2.3 GHz
"Motorola a70 keypad Mobile Dual Sim with Expandable Memory Upto 32GB,Camera, 2.4 inch Screen with 1750 mAh Battery, Rose Gold",Motorola,Android,"1,858.00",-0.20,3.7,"3,779",Brand   Motorola     Operating System   KaiOS     CPU Model   MediaTek Helio     Memory Storage Capacity   32 GB     Screen Size   2.4 Inches
"realme 12X 5G (Twilight Purple, 6GB RAM, 128GB Storage)",realme,Android,"12,275.00",-0.32,4,603,Brand   realme     Operating System   Android     RAM Memory Installed Size   6 GB     CPU Model   Snapdragon     CPU Speed   2.2 GHz
"Vivo Y200 5G Mobile (Jungle Green, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",Vivo,Funtouch OS,"22,999.00",-0.21,3.9,135,Brand   Vivo     Operating System   FunTouch OS 12     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
Samsung Galaxy f55 5g Apricot Crush 8GB 128 GB,Samsung,Android,"18,900.00",-0.35,3.8,9,Brand   Samsung     Operating System   Android 14     Memory Storage Capacity   8 GB     Screen Size   6.7 Inches     Model Name   F55 5G
"Xiaomi 14 (White, 12GB RAM, 512GB Storage) | 50MP Leica Professional Optics | 120 Hz 1.5K LTPO AMOLED | SD 8 Gen 3 Hyper OS",Xiaomi,HyperOS,"47,999.00",-0.40,4.2,370,"Brand   Xiaomi     Operating System   HyperOS, Android 14     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   512 GB"
"vivo Y18i (Gem Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger",Vivo,Funtouch OS,"7,999.00",-0.33,3.5,21,Brand   Vivo     Operating System   Funtouch OS 14.0     Memory Storage Capacity   64 GB     Screen Size   6.56 Inches     Model Name   Y18i
"Redmi A3X (Olive Green, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor",Redmi,Android,"6,999.00",-0.30,3.7,73,Brand   Redmi     Operating System   Android 14     RAM Memory Installed Size   3 GB     CPU Model   Snapdragon     Memory Storage Capacity   64 GB
"Samsung Galaxy A15 5G (Light Blue, 6GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 12GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",Samsung,Android,"15,499.00",-0.23,3.9,783,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   6 GB     CPU Speed   2.2 GHz     Memory Storage Capacity   128 GB
"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)",OnePlus,OxygenOS,"42,999.00",-0.07,4.3,"3,579",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   16 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)",OnePlus,OxygenOS,"42,999.00",-0.07,4.3,"3,579",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   16 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Redmi Note 13 5G (Chromatic Purple, 6GB RAM, 128GB Storage)",Redmi,Android,"14,660.00",-0.30,3.7,"5,287","Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   6 GB     CPU Model   Cortex     CPU Speed   2 GHz"
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",Samsung,Android,"6,499.00",-0.35,3.8,154,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   4 GB     CPU Model   MediaTek Helio     CPU Speed   2 GHz
"Redmi A3X (Ocean Green, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor",Redmi,Android,"6,579.00",-0.34,3.7,73,Brand   Redmi     Operating System   Android 14     RAM Memory Installed Size   3 GB     CPU Model   Snapdragon     Memory Storage Capacity   64 GB
"Vivo T3x 5G (Celestial Green, 128 GB) (6 GB RAM)",Vivo,Android,"14,735.00",-0.22,4.3,35,Brand   Vivo     Operating System   Android 14     RAM Memory Installed Size   6 GB     CPU Model   5X86     CPU Speed   2.4 GHz
"Samsung Galaxy S21 FE 5G (Graphite, 8GB RAM, 256GB Storage) with Snapdragon 888 Processor",Samsung,Android,"30,999.00",-0.59,3.8,"1,565",Brand   Samsung     Operating System   Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Motorola g64 5G (Pearl Blue, 256 GB) (12 GB RAM)",Motorola,Android,"16,969.00",-0.15,3.6,91,Brand   Motorola     Operating System   Android 13.0     RAM Memory Installed Size   12 GB     CPU Model   Mobile CPU     CPU Speed   2.5 GHz
"Redmi A3X (Midnight Black, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor",Redmi,Android,"6,540.00",-0.35,3.7,73,Brand   Redmi     Operating System   Android 14     RAM Memory Installed Size   3 GB     CPU Model   Snapdragon     Memory Storage Capacity   64 GB
"realme NARZO 70 Turbo 5G (Turbo Green,12GB RAM, 256GB Storage) | Dimensity 7300 Energy 5G Chipset is Fastest chipset in This Segment | Motorsports Inspired Design",realme,Android,"20,998.00",-0.13,4.3,617,Brand   realme     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   Others     Memory Storage Capacity   256 GB
"Redmi Note 13 Pro (Midnight Black, 12GB RAM, 256GB Storage) | 1.5K AMOLED | 200MP Hi-Res Camera | Flagship 4nm SD 7s Gen 2 | 67W TurboCharge",Redmi,Android,"25,999.00",-0.21,4,"1,156",Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"realme GT 6T 5G (Razor Green,12GB RAM+512GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M+AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display",realme,Android,"38,999.00",-0.07,4.3,"1,994",Brand   realme     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   512 GB
"realme NARZO 70 Turbo 5G (Turbo Purple,12GB RAM, 256GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",realme,Android,"20,998.00",-0.13,4.3,617,Brand   realme     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   Others     Memory Storage Capacity   256 GB
"Vivo V40 5G Smartphone (Ganges Blue, 8GB RAM, 128GB Storage)",Vivo,Android,"31,730.00",-0.21,5,4,Brand   Vivo     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   5X86     CPU Speed   2.4 GHz
Motorola All-New A50 Dual Sim keypad Phone with Voice Feature | VGA Rear Camera | 1750 mAh Powerful Battery - Upto 10 Days Standby Time| 6 Indian Languages Input Support | Dark Blue,Motorola,RTOS,"1,399.00",-0.18,3.7,312,Brand   Motorola     Operating System   RTOS     RAM Memory Installed Size   0.05 GB     CPU Model   MediaTek Helio     Memory Storage Capacity   32 GB
"vivo Y58 5G (Himalayan Blue, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Vivo,Funtouch OS,"18,499.00",-0.23,4,34,Brand   Vivo     Operating System   Funtouch OS 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   128 GB
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",Redmi,Android,"13,499.00",-0.25,3.9,"1,645","Brand   Redmi     Operating System   Android 14, Xiaomi HyperOS     RAM Memory Installed Size   6 GB     CPU Model   Snapdragon     CPU Speed   2.3 GHz"
Apple iPhone 13 (256GB) - Midnight,Apple,iOS,"54,999.00",-0.21,4.5,"30,032",Brand   Apple     Operating System   iOS 14     CPU Speed   3.23 GHz     Memory Storage Capacity   256 GB     Screen Size   6.1 Inches
"realme C63 5G (Forest Green, 6GB RAM, 128GB Storage)",realme,Realme UI ,"11,099.00",-0.21,3.2,4,Brand   realme     Operating System   Realme UI 5.0 (Based on Android 14)     RAM Memory Installed Size   6 GB     CPU Speed   2.4 GHz     Memory Storage Capacity   128 GB
"Vivo V40 5G Smartphone (Ganges Blue, 8GB RAM, 256GB Storage)",Vivo,Android,"34,345.00",-0.20,4.5,8,Brand   Vivo     Item Weight   185 Grams     Item dimensions L x W x H   7.5 x 0.8 x 16.4 Centimeters     Compatible Devices   Smartphone
"Motorola Edge 50 Fusion 5G (Hot Pink, 12GB RAM, 256GB Storage)",Motorola,Android,"26,390.00",0.00,4.1,88,Brand   Motorola     Operating System   Android     RAM Memory Installed Size   12 GB     CPU Model   5X86     CPU Speed   2.4 GHz
"vivo Y58 5G (Sundarbans Green, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Vivo,Funtouch OS,"18,499.00",-0.23,4,34,Brand   Vivo     Operating System   Funtouch OS 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   128 GB
"Redmi 12 (Jade Black,6GB RAM, 128GB Storage) Without Offer",Redmi,Android,"9,989.00",-0.38,3.9,5,"Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   6 GB     CPU Model   MediaTek Helio     CPU Speed   2 GHz"
"Redmi Note 13 Pro+ (Fusion Black, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge",Redmi,Android,"27,999.00",-0.18,3.8,733,Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Vivo V30e 5G Smartphone (Velvet Red, 8GB RAM, 128GB Storage)",Vivo,Android,"23,770.00",-0.28,4.2,31,"Brand   Vivo     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Connectivity Technology   Bluetooth, Wi-Fi, USB     Form Factor   palm held"
"Redmi Note 13 Pro+ (Fusion Purple, 12GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge",Redmi,Android,"29,999.00",-0.17,3.8,733,Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Samsung Galaxy A15 5G (Blue Black, 6GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 12GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",Samsung,Android,"15,499.00",-0.23,3.9,783,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   6 GB     CPU Speed   2.2 GHz     Memory Storage Capacity   128 GB
"Samsung Galaxy A15 5G (Light Blue, 8GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",Samsung,Android,"16,999.00",-0.21,3.9,783,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Speed   2.2 GHz     Memory Storage Capacity   128 GB
"Samsung Galaxy A55 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",Samsung,Android,"39,999.00",-0.07,4,265,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   A-Series     CPU Speed   2 GHz
"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)",OnePlus,OxygenOS,"42,999.00",-0.07,4.3,"3,579",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   16 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)",OnePlus,OxygenOS,"42,999.00",-0.07,4.3,"3,579",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   16 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Redmi Note 13 5G (Chromatic Purple, 6GB RAM, 128GB Storage)",Redmi,Android,"14,660.00",-0.30,3.7,"5,287","Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   6 GB     CPU Model   Cortex     CPU Speed   2 GHz"
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",Redmi,Android,"13,499.00",-0.25,3.9,"1,645","Brand   Redmi     Operating System   Android 14, Xiaomi HyperOS     RAM Memory Installed Size   6 GB     CPU Model   Snapdragon     CPU Speed   2.3 GHz"
"Samsung Galaxy A55 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",Samsung,Android,"39,999.00",-0.07,4,265,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   A-Series     CPU Speed   2 GHz
"realme NARZO 70 5G (Ice Blue,8GB RAM, 128GB Storage | Dimensity 7050 5G Chipset | 120Hz AMOLED Display | 50MP Primary Camera | 45W Charger in The Box",realme,Android,"16,998.00",-0.19,4.1,"1,551",Brand   realme     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   128 GB
"realme GT 6T 5G (Fluid Silver,12GB RAM+512GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M+AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display",realme,Android,"38,999.00",-0.07,4.3,"1,994",Brand   realme     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   512 GB
"Vivo T3 Lite 5G Smartphone (Vibrant Green, 6GB Ram 128GB Storage)",Vivo,Android,"12,785.00",-0.18,3.3,26,Brand   Vivo     Operating System   Android 14     RAM Memory Installed Size   6 GB     CPU Model   5X86     CPU Speed   3.4 GHz
Motorola All-New A50 Dual Sim keypad Phone with Voice Feature | VGA Rear Camera | 1750 mAh Powerful Battery - Upto 10 Days Standby Time| 6 Indian Languages Input Support | Gold,Motorola,RTOS,"1,399.00",-0.18,3.7,312,Brand   Motorola     Operating System   RTOS     RAM Memory Installed Size   0.05 GB     CPU Model   MediaTek Helio     Memory Storage Capacity   32 GB
Apple iPhone 13 (256 GB) - Green,Apple,iOS,"54,999.00",-0.21,4.5,"30,032",Brand   Apple     Operating System   iOS     Memory Storage Capacity   256 GB     Screen Size   6.1 Inches     Resolution   4K
"Motorola G34 5G (Charcoal Black, 8GB RAM, 128GB Storage)",Motorola,Android,"13,799.00",-0.19,3.9,356,Brand   Motorola     Operating System   Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     CPU Speed   3.2 GHz
"realme C63 5G (Starry Gold, 6GB RAM, 128GB Storage)",realme,Realme UI ,"11,298.00",-0.19,5,2,Brand   realme     Operating System   Realme UI 5.0 (Based on Android 14)     RAM Memory Installed Size   6 GB     CPU Speed   2.4 GHz     Memory Storage Capacity   128 GB
"Redmi Note 13 Pro (Arctic White, 8GB RAM, 128GB Storage) | 1.5K AMOLED | 200MP Hi-Res Camera | Flagship 4nm SD 7s Gen 2 | 67W TurboCharge",Redmi,Android,"22,999.00",-0.21,4,"1,156",Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   128 GB
"Samsung Galaxy A35 5G (Awesome Iceblue, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",Samsung,Android,"33,998.00",-0.08,3.7,365,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   A-Series     CPU Speed   2 GHz
"realme C61 4G (64, Marble Black, New)",realme,Android,"7,305.00",-0.19,3.4,21,Brand   realme     Operating System   Android 14     RAM Memory Installed Size   4 GB     CPU Model   Snapdragon     Memory Storage Capacity   64 GB
"Samsung Galaxy S21 FE 5G (Navy, 8GB RAM, 256GB Storage) with Snapdragon 888 Processor",Samsung,Android,"29,999.00",-0.60,3.8,"1,565",Brand   Samsung     Operating System   Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",Samsung,Android,"6,499.00",-0.35,3.8,154,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   4 GB     CPU Model   MediaTek Helio     CPU Speed   2 GHz
"Redmi Note 13 5G (Prism Gold, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",Redmi,Android,"15,999.00",-0.24,3.7,"5,287",Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   6 GB     CPU Model   Snapdragon     CPU Speed   2.4 GHz
Apple iPhone 13 (256GB) - Blue,Apple,iOS,"54,999.00",-0.21,4.5,"30,032",Brand   Apple     Operating System   iOS 15     Memory Storage Capacity   256 GB     Screen Size   6.1 Inches     Resolution   4K
"vivo Y18 (Gem Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers | Without Charger",Vivo,Funtouch OS,"8,499.00",-0.35,3.6,31,Brand   Vivo     Operating System   Funtouch OS 14     Memory Storage Capacity   64 GB     Screen Size   6.56 Inches     Model Name   Y18
Redmi 12 5G Jade Black 8GB RAM 256GB ROM,Redmi,MIUI,"13,999.00",-0.30,4,"24,678","Brand   Redmi     Operating System   MIUI 14, Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   8 GB"
Samsung Galaxy F54 5G (Meteor Blue) (256 GB ROM) (8 GB RAM),Samsung,Android,"23,340.00",-0.35,3.7,508,Brand   Samsung     Operating System   Android 13.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     CPU Speed   2.4 GHz
"realme 12+ 5G (Navigator Beige, 8GB RAM, 256GB Storage)",realme,Android,"19,490.00",-0.25,3.8,477,Brand   realme     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
Apple iPhone 14 (128 GB) - Blue,Apple,iOS,"59,900.00",-0.14,4.5,"5,600",Brand   Apple     Operating System   iOS     Memory Storage Capacity   128 GB     Screen Size   6.1 Inches     Resolution   4K
"Vivo T3X 5G (Crimson Bliss, 4GB Ram, 128GB Storage)",Vivo,Android,"12,997.00",-0.26,4.6,11,Brand   Vivo     RAM Memory Installed Size   4 GB     CPU Model   Snapdragon     Screen Size   6.72 Inches     Resolution   1080p
"Redmi Note 13 Pro (Coral Purple, 8GB RAM, 128GB Storage) Without Offer",Redmi,Android,"19,372.00",-0.33,4,"1,156","Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     CPU Speed   2.4 GHz"
"OnePlus Nord CE 2 5G (Bahamas Blue, 8GB RAM, 128GB Storage)",OnePlus,OxygenOS,"17,982.00",0.00,4.3,"25,666",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   128 GB
"realme 13 5G (Speed Green, 8GB RAM, 128GB Storage) | Expandable Upto 2TB | Up to 18GB Dynamic RAM | 50MP AI Dual Camera | 6.72"" AMOLED Display | 45W Ultra Charging DAK | Dimensity 6300 Processor",realme,Android,"15,104.00",-0.20,3.7,13,Brand   realme     Operating System   Android 14 || Realme UI 5.0     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     CPU Speed   2.4 GHz
"Redmi 12 (Moonstone Silver,6GB RAM, 128GB Storage) Without Offer",Redmi,Android,"9,199.00",-0.43,3.5,4,"Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   6 GB     CPU Model   MediaTek Helio     CPU Speed   2 GHz"
"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)",OnePlus,OxygenOS,"42,999.00",-0.07,4.3,"3,579",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   16 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)",OnePlus,OxygenOS,"42,999.00",-0.07,4.3,"3,579",Brand   OnePlus     Operating System   OxygenOS     RAM Memory Installed Size   16 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",Redmi,Android,"13,499.00",-0.25,3.9,"1,645","Brand   Redmi     Operating System   Android 14, Xiaomi HyperOS     RAM Memory Installed Size   6 GB     CPU Model   Snapdragon     CPU Speed   2.3 GHz"
"Redmi Note 13 5G (Chromatic Purple, 6GB RAM, 128GB Storage)",Redmi,Android,"14,660.00",-0.30,3.7,"5,287","Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   6 GB     CPU Model   Cortex     CPU Speed   2 GHz"
"Redmi 12 (Moonstone Silver,6GB RAM, 128GB Storage) Without Offer",Redmi,Android,"9,199.00",-0.43,3.5,4,"Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   6 GB     CPU Model   MediaTek Helio     CPU Speed   2 GHz"
"Motorola G45 5G (Viva Magenta, 8GB RAM, 128GB Storage)",Motorola,Android,"12,990.00",0.00,3.6,7,Brand   Motorola     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Speed   2.3 GHz     Memory Storage Capacity   128 GB
"Realme C65, Glowing Black , 6GB + 128GB",realme,Android,"11,868.00",-0.26,3.5,26,"Brand   realme     Operating System   Android 5.1, Android     RAM Memory Installed Size   6 GB     CPU Model   MediaTek Helio     CPU Speed   1.5 GHz"
"Redmi Note 13 Pro (Arctic White, 12GB RAM, 256GB Storage) | 1.5K AMOLED | 200MP Hi-Res Camera | Flagship 4nm SD 7s Gen 2 | 67W TurboCharge",Redmi,Android,"25,999.00",-0.21,4,"1,156",Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Samsung Galaxy F55 5G (Raisin Black, 128 GB) (8 GB RAM)",Samsung,Android,"19,138.00",-0.34,3.2,19,Brand   Samsung     Operating System   Android     RAM Memory Installed Size   8 GB     Screen Size   6.7 Inches     Model Name   Galaxy F55 5G
"realme 12 5G (Woodland Green, 8GB RAM 128 GB Storage) | 108 MP 3X Zoom Portrait Camera | Trendy Watch Design | 45 W SUPERVOOC Charge | 5000 mAh Massive Battery | Dual Stereo Speakers | Dynamic Button",realme,Android,"15,599.00",-0.26,4.1,305,Brand   realme     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   128 GB
"Redmi Note 13 Pro (Arctic White, 8GB RAM, 128GB Storage) Without Offer",Redmi,Android,"19,399.00",-0.31,4,"1,156","Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     CPU Speed   2.4 GHz"
"vivo Y28e 5G (Breeze Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers | Without Charger",Vivo,Funtouch OS,"10,999.00",-0.27,3.8,59,Brand   Vivo     Operating System   Funtouch OS 14     Memory Storage Capacity   64 GB     Screen Size   6.56 Inches     Model Name   Y28e 5G
"Samsung Galaxy A15 5G (Blue, 8GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",Samsung,Android,"16,999.00",-0.21,3.9,783,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Speed   2.2 GHz     Memory Storage Capacity   128 GB
"Vivo Y200 5G (Desert Gold, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",Vivo,Funtouch OS,"22,994.00",-0.21,3.7,68,Brand   Vivo     Operating System   FunTouch OS 12     RAM Memory Installed Size   8 GB     CPU Model   Snapdragon     Memory Storage Capacity   256 GB
"Redmi Note 13 5G (Chromatic Purple, 12GB RAM, 256GB Storage)",Redmi,Android,"18,900.00",-0.24,3.7,"5,287","Brand   Redmi     Operating System   Android 13, MIUI 14     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     CPU Speed   2.4 GHz"
"Vivo V40 5G Smartphone (Titanium Grey, 8GB RAM, 128GB Storage)",Vivo,Android,"31,630.00",-0.21,5,2,Brand   Vivo     Operating System   Android 14     RAM Memory Installed Size   8 GB     CPU Model   5X86     CPU Speed   3.4 GHz
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",Samsung,Android,"6,499.00",-0.35,3.8,154,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   4 GB     CPU Model   MediaTek Helio     CPU Speed   2 GHz
"Redmi Note 13 Pro+ (Fusion Black, 12GB RAM, 512GB Storage)",Redmi,Android,"31,999.00",-0.16,3.8,733,Brand   Redmi     Operating System   Android 13.0     RAM Memory Installed Size   12 GB     CPU Model   Snapdragon     Memory Storage Capacity   512 GB
"Samsung Galaxy A55 5G (Awesome Iceblue, 12GB RAM, 256GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",Samsung,Android,"45,999.00",-0.06,4,265,Brand   Samsung     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   A-Series     CPU Speed   2 GHz
"Motorola G64 5G (Mint Green, 12GB RAM, 256GB Storage) | Expandable Upto 2TB | Upto 24GB RAM with RAM Boost | 50MP (OIS) + 8MP | 16MP Front Camera | MediaTek Dimensity 7025 Processor | 6000 mAh Battery",Motorola,Android,"17,393.00",-0.13,3.9,53,Brand   Motorola     Operating System   Android 14     RAM Memory Installed Size   12 GB     CPU Model   MediaTek Helio     CPU Speed   2.5 GHz
